"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.819645450481336,0.287933841574874,0.209612025731536,0.0783310877263231
"RMSE",1.38573275275241,0.999713799190096,1.10274800148441,1.26542583972787
