"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.128891469941419,0.00909285610274179,0.00987081146668185,0.00718887801719184
"RMSE",0.128913049301885,0.051887583772348,0.0518724350941787,0.0524793153663348
"ENoRMSE",1.0263737287416,0.413116074130736,0.412995464111949,0.417827294335544
"cvrg_prob",0,0.96,0.96,0.96
