"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.763811537526276,0.231158025881468,0.16480823371565,0.0464657304240914
"RMSE",0.854103493963025,0.329551871367719,0.30144435713282,0.254133567661485
