"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.00915803206930523,0.00915627389248889,0.00988641376960491,0.0071001398072869
"RMSE",0.235364364230083,0.232953427194261,0.230759882965449,0.234783390914338
