"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.206850608561544,0.268093101373218,0.20661364154223,0.0978235353569042
"RMSE",0.783811916281,0.691219279591545,0.784472767410644,0.883654982492435
