"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.0118423470739055,0.0125537190880535,0.0129510767889479,0.0106194812355982
"RMSE",0.661511706916703,0.660546341352982,0.652710932030848,0.670965367148188
