"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.00695147172659471,0.00694083403526592,0.00727376108571572,0.00617675191168004
"RMSE",0.118645337076968,0.118929364806248,0.117474301013916,0.121045371508312
