"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.00686355424002646,0.00672569244085355,0.00709828536037956,0.00628882777058406
"RMSE",0.164134906213685,0.166449535220973,0.164706287411138,0.167796871300932
