"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.20961201618968,0.28814485882958,0.209770374492005,0.0781854691279174
"RMSE",0.258729925328213,0.30432394681442,0.258781696907886,0.218731189742711
"ENoRMSE",0.343323916953106,0.403825298949918,0.343392615699483,0.290247248079316
"cvrg_prob",0.516,0.172,0.516,0.892
