"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.0136751614512566,0.0138245545821206,0.0144907187829543,0.0115329028174123
"RMSE",0.560346547420709,0.560391575071829,0.552200048358862,0.568777059907985
