"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.00740062907374565,0.00748456640614221,0.00780294107702889,0.00697755147566998
"RMSE",0.149708625207976,0.146859013704869,0.141601707209242,0.16636660960747
