"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.150304992260789,0.219194350746464,0.149886419228331,0.0281454286257127
"RMSE",0.60393969842534,0.440107072620378,0.600234763732483,1.11795762141045
