"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.00571165080987834,0.0056489748540002,0.00611689344613253,0.00526206568158436
"RMSE",0.101958383499205,0.101883071072171,0.0986736021070919,0.104465652736974
