"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.208314029385071,0.269534477831025,0.20845249177579,0.0998484029484564
"RMSE",0.784809041798091,0.744309508064472,0.783798119464466,0.895410088356955
