"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.0124040210788351,0.0124042003600699,0.0132089434938773,0.0105134880255702
"RMSE",0.0605899773040358,0.0605904617053915,0.0606902732709967,0.0609181822245762
"ENoRMSE",0.0804003955465645,0.0804010383271419,0.0805334841492375,0.0808359099105882
"cvrg_prob",0.948,0.948,0.948,0.956
