"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.145650177773362,0.209902516663973,0.145532223039606,0.0316371136087688
"RMSE",0.358240928227852,0.326390963232578,0.364391672274711,0.577676548315591
