"","none","deterministic truncation","adaptive truncation","isotonic regression"
"bias",0.00909255261646274,0.00909285610274179,0.00987081146668185,0.00718887801719184
"RMSE",0.0518915115750932,0.051887583772348,0.0518724350941787,0.0524793153663348
"ENoRMSE",0.413147346322118,0.413116074130736,0.412995464111949,0.417827294335544
"cvrg_prob",0.96,0.96,0.96,0.96
